"WeekNumber","WeekID","Explicit","Duration","Danceability","Energy","Key0","Key1","Key2","Key3","Key4","Key5","Key6","Key7","Key8","Key9","Key10","Key11","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","TimeSignature0","TimeSignature1","TimeSignature3","TimeSignature4","TimeSignature5","SongPopularity"
"19","12/06/1958","0.0","148210.35443037975","0.5207341772151899","0.46097594936708874","0.11392405063291139","0.0","0.12658227848101267","0.12658227848101267","0.08860759493670886","0.11392405063291139","0.0379746835443038","0.11392405063291139","0.02531645569620253","0.05063291139240506","0.12658227848101267","0.0759493670886076","-11.030898734177212","0.8227848101265823","0.05496202531645573","0.6768926329113922","0.08540088822784812","0.1826784810126582","0.6436455696202531","111.81620253164556","0.012658227848101266","0.05063291139240506","0.22784810126582278","0.7088607594936709","0.0","5.97"
"20","12/13/1958","0.0","150398.7142857143","0.5184675324675326","0.46670259740259734","0.14285714285714285","0.0","0.1038961038961039","0.12987012987012986","0.09090909090909091","0.09090909090909091","0.03896103896103896","0.12987012987012986","0.025974025974025976","0.06493506493506493","0.11688311688311688","0.06493506493506493","-10.84128571428572","0.8051948051948052","0.05221948051948055","0.6900573766233765","0.07660983805194806","0.18359870129870123","0.6445454545454545","113.7180649350649","0.012987012987012988","0.03896103896103896","0.2727272727272727","0.6753246753246753","0.0","5.88"
"21","12/20/1958","0.0","151698.85333333333","0.5084000000000001","0.4655866666666664","0.10666666666666667","0.0","0.13333333333333333","0.12","0.12","0.09333333333333334","0.05333333333333334","0.10666666666666667","0.02666666666666667","0.06666666666666667","0.10666666666666667","0.06666666666666667","-10.960946666666665","0.8266666666666667","0.05589333333333336","0.6880189066666667","0.08366027293333334","0.2001466666666666","0.6310133333333334","115.67422666666666","0.013333333333333334","0.04","0.30666666666666664","0.64","0.0","5.88"
"22","12/27/1958","0.0","150485.13698630137","0.5155342465753425","0.47320547945205466","0.1095890410958904","0.0","0.136986301369863","0.1232876712328767","0.1232876712328767","0.0821917808219178","0.0684931506849315","0.0684931506849315","0.0136986301369863","0.0821917808219178","0.1232876712328767","0.0684931506849315","-10.677424657534248","0.8082191780821918","0.05635753424657535","0.7165276438356166","0.08242678808219178","0.1919013698630137","0.6361506849315068","114.1518630136986","0.0136986301369863","0.0273972602739726","0.3013698630136986","0.6575342465753424","0.0","5.93"
"23","01/03/1959","0.0","148361.6301369863","0.513013698630137","0.4877808219178082","0.1095890410958904","0.0","0.136986301369863","0.1232876712328767","0.136986301369863","0.0821917808219178","0.0684931506849315","0.0821917808219178","0.0136986301369863","0.0684931506849315","0.1232876712328767","0.0547945205479452","-10.473219178082187","0.7808219178082192","0.056193150684931505","0.703870109589041","0.09659909849315068","0.19337397260273972","0.6510136986301369","115.48124657534245","0.0136986301369863","0.0273972602739726","0.2465753424657534","0.7123287671232876","0.0","6.05"
"24","01/10/1959","0.0","148391.23880597015","0.5166417910447763","0.48302985074626864","0.11940298507462686","0.0","0.13432835820895522","0.11940298507462686","0.13432835820895522","0.05970149253731343","0.07462686567164178","0.07462686567164178","0.014925373134328358","0.08955223880597014","0.11940298507462686","0.05970149253731343","-10.464358208955218","0.7910447761194029","0.05622686567164179","0.7291271343283582","0.09169374417910449","0.20272835820895527","0.6545820895522388","118.9103880597015","0.0","0.0","0.26865671641791045","0.7313432835820896","0.0","5.87"
"25","01/17/1959","0.0","148031.85074626867","0.5266268656716417","0.47237313432835815","0.13432835820895522","0.0","0.11940298507462686","0.08955223880597014","0.14925373134328357","0.05970149253731343","0.05970149253731343","0.07462686567164178","0.014925373134328358","0.1044776119402985","0.13432835820895522","0.05970149253731343","-10.620119402985072","0.7910447761194029","0.056329850746268645","0.7436793731343281","0.09026634835820894","0.19822388059701498","0.6540447761194029","116.83502985074628","0.0","0.0","0.2537313432835821","0.746268656716418","0.0","5.68"
"26","01/24/1959","0.0","149207.8115942029","0.5264411764705884","0.48098529411764707","0.1323529411764706","0.0","0.10294117647058823","0.10294117647058823","0.16176470588235295","0.058823529411764705","0.058823529411764705","0.08823529411764706","0.014705882352941176","0.08823529411764706","0.1323529411764706","0.058823529411764705","-10.528779411764706","0.7794117647058824","0.05954264705882353","0.7521987941176471","0.0911821157352941","0.20809264705882358","0.64875","118.79710294117652","0.0","0.0","0.25","0.75","0.0","5.5"
"27","01/31/1959","0.0","149603.34782608695","0.5236176470588235","0.4759117647058825","0.11764705882352941","0.0","0.08823529411764706","0.11764705882352941","0.1323529411764706","0.058823529411764705","0.058823529411764705","0.08823529411764706","0.029411764705882353","0.11764705882352941","0.1323529411764706","0.058823529411764705","-10.507308823529412","0.7941176470588235","0.06179264705882352","0.7473458529411767","0.08147525","0.20601573529411768","0.6453970588235293","117.86254411764708","0.0","0.0","0.23529411764705882","0.7647058823529411","0.0","6.07"
"28","02/07/1959","0.0","150540.5671641791","0.5235000000000002","0.47380303030303034","0.13636363636363635","0.015151515151515152","0.09090909090909091","0.12121212121212122","0.15151515151515152","0.06060606060606061","0.030303030303030304","0.07575757575757576","0.030303030303030304","0.10606060606060606","0.13636363636363635","0.045454545454545456","-10.622030303030302","0.7878787878787878","0.07429848484848484","0.734023","0.08402467166666669","0.20680106060606063","0.6571060606060602","119.67556060606063","0.0","0.0","0.22727272727272727","0.7575757575757576","0.015151515151515152","6.16"
"29","02/14/1959","0.0","149799.40298507462","0.5306363636363637","0.4684696969696969","0.16666666666666666","0.015151515151515152","0.06060606060606061","0.13636363636363635","0.12121212121212122","0.07575757575757576","0.045454545454545456","0.07575757575757576","0.030303030303030304","0.10606060606060606","0.12121212121212122","0.045454545454545456","-10.69781818181818","0.803030303030303","0.07196969696969698","0.7195909090909093","0.06240453272727275","0.2194101515151515","0.6761969696969693","119.04457575757577","0.0","0.0","0.21212121212121213","0.7727272727272727","0.015151515151515152","6.05"
"30","02/21/1959","0.0","148472.92647058822","0.5286417910447762","0.47177611940298503","0.16417910447761194","0.029850746268656716","0.05970149253731343","0.13432835820895522","0.1044776119402985","0.07462686567164178","0.04477611940298507","0.1044776119402985","0.029850746268656716","0.1044776119402985","0.13432835820895522","0.014925373134328358","-10.84259701492537","0.8208955223880597","0.07389104477611941","0.6817194029850746","0.05356471268656718","0.21797268656716418","0.6914029850746267","122.45567164179111","0.0","0.0","0.22388059701492538","0.7611940298507462","0.014925373134328358","6.0"
"31","02/28/1959","0.0","149650.02898550723","0.5195882352941178","0.47492647058823545","0.19117647058823528","0.04411764705882353","0.04411764705882353","0.11764705882352941","0.10294117647058823","0.058823529411764705","0.04411764705882353","0.10294117647058823","0.029411764705882353","0.11764705882352941","0.1323529411764706","0.014705882352941176","-10.766499999999997","0.8088235294117647","0.07366323529411765","0.6796205882352941","0.052703461176470595","0.22451426470588243","0.6818382352941176","119.32632352941182","0.0","0.0","0.22058823529411764","0.7647058823529411","0.014705882352941176","6.05"
"32","03/07/1959","0.0","151253.7205882353","0.5171343283582089","0.4835522388059702","0.208955223880597","0.05970149253731343","0.05970149253731343","0.1044776119402985","0.1044776119402985","0.05970149253731343","0.029850746268656716","0.1044776119402985","0.04477611940298507","0.08955223880597014","0.11940298507462686","0.014925373134328358","-10.46428358208955","0.8208955223880597","0.0698731343283582","0.7024477611940296","0.04083578179104479","0.23070552238805975","0.6755671641791043","117.21234328358213","0.0","0.0","0.23880597014925373","0.746268656716418","0.014925373134328358","5.97"
"33","03/14/1959","0.0","149208.75714285715","0.5281159420289854","0.49871014492753624","0.2028985507246377","0.08695652173913043","0.028985507246376812","0.11594202898550725","0.08695652173913043","0.057971014492753624","0.028985507246376812","0.13043478260869565","0.043478260869565216","0.08695652173913043","0.11594202898550725","0.014492753623188406","-10.332594202898543","0.8260869565217391","0.07024927536231887","0.6712797101449275","0.041838607826086956","0.21901840579710147","0.7046956521739126","119.45502898550725","0.0","0.0","0.21739130434782608","0.7681159420289855","0.014492753623188406","6.39"
"34","03/21/1959","0.0","149971.27777777778","0.5188732394366197","0.49384507042253534","0.16901408450704225","0.08450704225352113","0.028169014084507043","0.1267605633802817","0.08450704225352113","0.08450704225352113","0.028169014084507043","0.14084507042253522","0.028169014084507043","0.11267605633802817","0.09859154929577464","0.014084507042253521","-10.419887323943655","0.8450704225352113","0.06537464788732394","0.6756929577464789","0.040652115492957754","0.21189535211267607","0.6846056338028165","118.63421126760564","0.0","0.0","0.22535211267605634","0.7464788732394366","0.028169014084507043","6.38"
"35","03/28/1959","0.0","150637.0606060606","0.5140153846153848","0.4773384615384617","0.16923076923076924","0.07692307692307693","0.015384615384615385","0.1076923076923077","0.09230769230769231","0.09230769230769231","0.046153846153846156","0.15384615384615385","0.03076923076923077","0.1076923076923077","0.09230769230769231","0.015384615384615385","-10.7496","0.8769230769230769","0.0490323076923077","0.6631230769230769","0.032899221076923085","0.2105703076923077","0.6770923076923075","116.52416923076927","0.0","0.0","0.2153846153846154","0.7692307692307693","0.015384615384615385","5.87"
"36","04/04/1959","0.0","149292.63768115942","0.5108970588235298","0.484029411764706","0.16176470588235295","0.07352941176470588","0.014705882352941176","0.11764705882352941","0.10294117647058823","0.08823529411764706","0.029411764705882353","0.16176470588235295","0.04411764705882353","0.10294117647058823","0.08823529411764706","0.014705882352941176","-10.623823529411766","0.8823529411764706","0.049536764705882357","0.6498823529411762","0.03064743044117648","0.21443338235294118","0.6868529411764708","117.73075000000004","0.0","0.0","0.19117647058823528","0.7941176470588235","0.014705882352941176","6.54"
"37","04/11/1959","0.0","147136.86363636365","0.5186000000000001","0.4813076923076925","0.15384615384615385","0.09230769230769231","0.015384615384615385","0.09230769230769231","0.1076923076923077","0.09230769230769231","0.03076923076923077","0.15384615384615385","0.046153846153846156","0.12307692307692308","0.07692307692307693","0.015384615384615385","-10.784846153846157","0.8615384615384616","0.049080000000000006","0.6515230769230766","0.03520585446153846","0.2165056923076923","0.6812307692307693","117.9631076923077","0.0","0.0","0.2","0.7846153846153846","0.015384615384615385","6.12"
"38","04/18/1959","0.0","146216.87692307692","0.5186461538461539","0.489076923076923","0.12307692307692308","0.12307692307692308","0.046153846153846156","0.1076923076923077","0.07692307692307693","0.12307692307692308","0.03076923076923077","0.12307692307692308","0.046153846153846156","0.12307692307692308","0.06153846153846154","0.015384615384615385","-10.662476923076925","0.8615384615384616","0.0523723076923077","0.656323076923077","0.03517681615384615","0.21549646153846155","0.6938923076923076","119.40849230769227","0.0","0.0","0.2","0.7846153846153846","0.015384615384615385","5.16"
"39","04/25/1959","0.0","145595.20289855072","0.540231884057971","0.5014782608695652","0.13043478260869565","0.11594202898550725","0.043478260869565216","0.11594202898550725","0.07246376811594203","0.10144927536231885","0.028985507246376812","0.14492753623188406","0.057971014492753624","0.11594202898550725","0.057971014492753624","0.014492753623188406","-10.584275362318841","0.8840579710144928","0.050413043478260894","0.6645797101449277","0.05167274768115942","0.19848072463768124","0.6992028985507244","120.06130434782605","0.0","0.0","0.2028985507246377","0.782608695652174","0.014492753623188406","5.31"
"40","05/02/1959","0.0","146578.1971830986","0.534661971830986","0.49104225352112674","0.1267605633802817","0.11267605633802817","0.028169014084507043","0.09859154929577464","0.07042253521126761","0.08450704225352113","0.028169014084507043","0.15492957746478872","0.07042253521126761","0.09859154929577464","0.11267605633802817","0.014084507042253521","-10.816718309859153","0.9014084507042254","0.0500380281690141","0.6663943661971831","0.027136595352112682","0.18996295774647887","0.6910985915492955","118.88035211267605","0.0","0.0","0.19718309859154928","0.7746478873239436","0.028169014084507043","4.82"
"41","05/09/1959","0.0","145849.58823529413","0.5362941176470588","0.5077205882352941","0.1323529411764706","0.11764705882352941","0.029411764705882353","0.10294117647058823","0.07352941176470588","0.08823529411764706","0.029411764705882353","0.11764705882352941","0.07352941176470588","0.10294117647058823","0.11764705882352941","0.014705882352941176","-10.653426470588233","0.9117647058823529","0.05201764705882354","0.649","0.02856152117647059","0.18768485294117648","0.686735294117647","120.27197058823529","0.0","0.0","0.16176470588235295","0.8088235294117647","0.029411764705882353","5.36"
"42","05/16/1959","0.0","144825.5","0.5363055555555558","0.5022027777777777","0.1111111111111111","0.1388888888888889","0.041666666666666664","0.09722222222222222","0.06944444444444445","0.1111111111111111","0.013888888888888888","0.1388888888888889","0.06944444444444445","0.08333333333333333","0.1111111111111111","0.013888888888888888","-10.974083333333335","0.9305555555555556","0.070975","0.6526111111111111","0.04163141194444443","0.19144027777777778","0.6698888888888891","119.81255555555552","0.0","0.0","0.19444444444444445","0.7777777777777778","0.027777777777777776","5.05"
"43","05/23/1959","0.0","144971.16666666666","0.5407083333333335","0.5022722222222223","0.1111111111111111","0.1388888888888889","0.041666666666666664","0.08333333333333333","0.06944444444444445","0.125","0.013888888888888888","0.16666666666666666","0.08333333333333333","0.05555555555555555","0.09722222222222222","0.013888888888888888","-10.91759722222222","0.9027777777777778","0.07156249999999999","0.6522777777777777","0.05222815680555555","0.1773027777777778","0.6618749999999999","120.21588888888886","0.0","0.013888888888888888","0.18055555555555555","0.7777777777777778","0.027777777777777776","5.58"
"44","05/30/1959","0.0","146532.64","0.5210666666666668","0.508728","0.13333333333333333","0.10666666666666667","0.05333333333333334","0.09333333333333334","0.08","0.13333333333333333","0.04","0.12","0.08","0.06666666666666667","0.09333333333333334","0.0","-10.711226666666667","0.9066666666666666","0.05421866666666665","0.6340666666666669","0.060462976533333324","0.17592133333333337","0.64524","116.99643999999998","0.0","0.02666666666666667","0.2","0.7466666666666667","0.02666666666666667","5.19"
"45","06/06/1959","0.0","146280.22784810126","0.5209873417721519","0.5146405063291138","0.1518987341772152","0.08860759493670886","0.05063291139240506","0.10126582278481013","0.0759493670886076","0.12658227848101267","0.0379746835443038","0.12658227848101267","0.08860759493670886","0.0759493670886076","0.0759493670886076","0.0","-10.624708860759489","0.8987341772151899","0.053889873417721494","0.6368734177215191","0.06838200810126581","0.1792848101265823","0.6423670886075948","116.00045569620254","0.0","0.02531645569620253","0.20253164556962025","0.7468354430379747","0.02531645569620253","5.37"
"46","06/13/1959","0.0","148564.52","0.5048533333333332","0.48466933333333345","0.16","0.09333333333333334","0.05333333333333334","0.09333333333333334","0.10666666666666667","0.13333333333333333","0.04","0.13333333333333333","0.06666666666666667","0.06666666666666667","0.05333333333333334","0.0","-10.914226666666663","0.9066666666666666","0.05144266666666666","0.6452933333333334","0.0617423464","0.18639999999999995","0.60484","118.36090666666671","0.0","0.02666666666666667","0.2","0.7466666666666667","0.02666666666666667","5.63"
"47","06/20/1959","0.0","147944.1081081081","0.504810810810811","0.4872324324324323","0.16216216216216217","0.08108108108108109","0.05405405405405406","0.0945945945945946","0.0945945945945946","0.12162162162162163","0.06756756756756757","0.14864864864864866","0.0945945945945946","0.04054054054054054","0.04054054054054054","0.0","-10.964729729729727","0.9054054054054054","0.05238918918918919","0.6569054054054057","0.06258195810810811","0.1799310810810811","0.6027567567567567","115.71331081081078","0.0","0.04054054054054054","0.20270270270270271","0.7432432432432432","0.013513513513513514","5.66"
"48","06/27/1959","0.0","147234.11428571428","0.5014","0.4905171428571427","0.15714285714285714","0.08571428571428572","0.05714285714285714","0.1","0.12857142857142856","0.1","0.05714285714285714","0.11428571428571428","0.11428571428571428","0.04285714285714286","0.04285714285714286","0.0","-10.82231428571429","0.8857142857142857","0.04979","0.6606428571428573","0.060616727428571424","0.18029428571428568","0.6028428571428575","115.91209999999998","0.0","0.02857142857142857","0.21428571428571427","0.7428571428571429","0.014285714285714285","5.04"
"49","07/04/1959","0.0","147099.6567164179","0.5111666666666667","0.4929727272727273","0.15151515151515152","0.07575757575757576","0.045454545454545456","0.09090909090909091","0.13636363636363635","0.10606060606060606","0.06060606060606061","0.13636363636363635","0.09090909090909091","0.045454545454545456","0.06060606060606061","0.0","-10.987409090909095","0.8787878787878788","0.0469121212121212","0.6748787878787877","0.06507310000000001","0.1769454545454545","0.614409090909091","114.91598484848483","0.0","0.030303030303030304","0.21212121212121213","0.7575757575757576","0.0","5.17"
"50","07/11/1959","0.0","147868.12857142856","0.5185217391304351","0.49184927536231876","0.14492753623188406","0.043478260869565216","0.028985507246376812","0.08695652173913043","0.13043478260869565","0.13043478260869565","0.057971014492753624","0.15942028985507245","0.08695652173913043","0.057971014492753624","0.07246376811594203","0.0","-10.863217391304353","0.8985507246376812","0.0470942028985507","0.6864057971014491","0.0632277256521739","0.1874130434782609","0.6251594202898549","115.95740579710146","0.0","0.014492753623188406","0.18840579710144928","0.7971014492753623","0.0","5.46"
"51","07/18/1959","0.0","147277.89855072464","0.5250588235294118","0.5035823529411763","0.14705882352941177","0.058823529411764705","0.029411764705882353","0.058823529411764705","0.14705882352941177","0.11764705882352941","0.08823529411764706","0.16176470588235295","0.07352941176470588","0.07352941176470588","0.04411764705882353","0.0","-10.798029411764707","0.8823529411764706","0.047523529411764694","0.6743382352941176","0.06399240014705881","0.18270000000000003","0.6475588235294116","117.78094117647062","0.0","0.014705882352941176","0.16176470588235295","0.8235294117647058","0.0","5.27"
"52","07/25/1959","0.0","147681.3768115942","0.5276323529411766","0.5059647058823529","0.1323529411764706","0.058823529411764705","0.029411764705882353","0.058823529411764705","0.14705882352941177","0.11764705882352941","0.08823529411764706","0.17647058823529413","0.07352941176470588","0.058823529411764705","0.058823529411764705","0.0","-10.602147058823526","0.8676470588235294","0.04816617647058823","0.6944411764705881","0.07862478397058822","0.18685588235294118","0.6421470588235294","115.70236764705885","0.0","0.014705882352941176","0.16176470588235295","0.8235294117647058","0.0","5.58"
"53","08/01/1959","0.0","148557.67605633804","0.5360857142857143","0.5075057142857141","0.12857142857142856","0.02857142857142857","0.02857142857142857","0.05714285714285714","0.15714285714285714","0.11428571428571428","0.07142857142857142","0.15714285714285714","0.1","0.04285714285714286","0.08571428571428572","0.02857142857142857","-10.7261","0.8571428571428571","0.04916285714285714","0.7031428571428573","0.04840069514285715","0.1810157142857143","0.6757285714285717","113.41851428571435","0.0","0.014285714285714285","0.14285714285714285","0.8428571428571429","0.0","5.35"
